,道琼斯工业指数
,DJI.GI
日期,收盘价
Date,close
2013-05-22,15307.1700
2013-05-23,15294.5000
2013-05-24,15303.1000
2013-05-27,15303.1000
2013-05-28,15409.3900
2013-05-29,15302.8000
2013-05-30,15324.5300
2013-05-31,15115.5700
2013-06-03,15254.0300
2013-06-04,15177.5400
2013-06-05,14960.5900
2013-06-06,15040.6200
2013-06-07,15248.1200
2013-06-13,15176.0800
2013-06-14,15070.1800
2013-06-17,15179.8500
2013-06-18,15318.2300
2013-06-19,15112.1900
2013-06-20,14758.3200
2013-06-21,14799.4000
2013-06-24,14659.5600
2013-06-25,14760.3100
2013-06-26,14910.1400
2013-06-27,15024.4900
2013-06-28,14909.6000
2013-07-01,14974.9600
2013-07-02,14932.4100
2013-07-03,14988.5500
2013-07-04,14988.5500
2013-07-05,15135.8400
2013-07-08,15224.6900
2013-07-09,15300.3400
2013-07-10,15291.6600
2013-07-11,15460.9200
2013-07-12,15464.3000
2013-07-15,15484.2600
2013-07-16,15451.8500
2013-07-17,15470.5200
2013-07-18,15548.5400
2013-07-19,15543.7400
2013-07-22,15545.5500
2013-07-23,15567.7400
2013-07-24,15542.2400
2013-07-25,15555.6100
2013-07-26,15558.8300
2013-07-29,15521.9700
2013-07-30,15520.5900
2013-07-31,15499.5400
2013-08-01,15628.0200
2013-08-02,15658.3600
2013-08-05,15612.1300
2013-08-06,15518.7400
2013-08-07,15470.6700
2013-08-08,15498.3200
2013-08-09,15425.5100
2013-08-12,15419.6800
2013-08-13,15451.0100
2013-08-14,15337.6600
2013-08-15,15112.1900
2013-08-16,15081.4700
2013-08-19,15010.7400
2013-08-20,15002.9900
2013-08-21,14897.5500
2013-08-22,14963.7400
2013-08-23,15010.5100
2013-08-26,14946.4600
2013-08-27,14776.1300
2013-08-28,14824.5100
2013-08-29,14840.9500
2013-08-30,14810.3100
2013-09-02,14810.3100
2013-09-03,14833.9600
2013-09-04,14930.8700
2013-09-05,14937.4800
2013-09-06,14922.5000
2013-09-09,15063.1200
2013-09-10,15191.0600
2013-09-11,15326.6000
2013-09-12,15300.6400
2013-09-13,15376.0600
2013-09-16,15494.7800
2013-09-17,15529.7300
2013-09-18,15676.9400
2013-09-23,15401.3800
2013-09-24,15334.5900
2013-09-25,15273.2600
2013-09-26,15328.3000
2013-09-27,15258.2400
2013-09-30,15129.6700
2013-10-08,14776.5300
2013-10-09,14802.9800
2013-10-10,15126.0700
2013-10-11,15237.1100
2013-10-14,15301.2600
2013-10-15,15168.0100
2013-10-16,15373.8300
2013-10-17,15371.6500
2013-10-18,15399.6500
2013-10-21,15392.2000
2013-10-22,15467.6600
2013-10-23,15413.3300
2013-10-24,15509.2100
2013-10-25,15570.2800
2013-10-28,15568.9300
2013-10-29,15680.3500
2013-10-30,15618.7600
2013-10-31,15545.7500
2013-11-01,15615.5500
2013-11-04,15639.1200
2013-11-05,15618.2200
2013-11-06,15746.8800
2013-11-07,15593.9800
2013-11-08,15761.7800
2013-11-11,15783.1000
2013-11-12,15750.6700
2013-11-13,15821.6300
2013-11-14,15876.2200
2013-11-15,15961.7000
2013-11-18,15976.0200
2013-11-19,15967.0300
2013-11-20,15900.8200
2013-11-21,16009.9900
2013-11-22,16064.7700
2013-11-25,16072.5400
2013-11-26,16072.8000
2013-11-27,16097.3300
2013-11-28,16097.3300
2013-11-29,16086.4100
2013-12-02,16008.7700
2013-12-03,15914.6200
2013-12-04,15889.7700
2013-12-05,15821.5100
2013-12-06,16020.2000
2013-12-09,16025.5300
2013-12-10,15973.1300
2013-12-11,15843.5300
2013-12-12,15739.4300
2013-12-13,15755.3600
2013-12-16,15884.5700
2013-12-17,15875.2600
2013-12-18,16167.9700
2013-12-19,16179.0800
2013-12-20,16221.1400
2013-12-23,16294.6100
2013-12-24,16357.5500
2013-12-25,16357.5500
2013-12-26,16479.8800
2013-12-27,16478.4100
2013-12-30,16504.2900
2013-12-31,16576.6600
2014-01-02,16441.3500
2014-01-03,16469.9900
2014-01-06,16425.1000
2014-01-07,16530.9400
2014-01-08,16462.7400
2014-01-09,16444.7600
2014-01-10,16437.0500
2014-01-13,16257.9400
2014-01-14,16373.8600
2014-01-15,16481.9400
2014-01-16,16417.0100
2014-01-17,16458.5600
2014-01-20,16458.5600
2014-01-21,16414.4400
2014-01-22,16373.3400
2014-01-23,16197.3500
2014-01-24,15879.1100
2014-01-27,15837.8800
2014-01-28,15928.5600
2014-01-29,15738.7900
2014-01-30,15848.6100
2014-02-07,15794.0800
2014-02-10,15801.7900
2014-02-11,15994.7700
2014-02-12,15963.9400
2014-02-13,16027.5900
2014-02-14,16154.3900
2014-02-17,16154.3900
2014-02-18,16130.4000
2014-02-19,16040.5600
2014-02-20,16133.2300
2014-02-21,16103.3000
2014-02-24,16207.1400
2014-02-25,16179.6600
2014-02-26,16198.4100
2014-02-27,16272.6500
2014-02-28,16321.7100
2014-03-03,16168.0300
2014-03-04,16395.8800
2014-03-05,16360.1800
2014-03-06,16421.8900
2014-03-07,16452.7200
2014-03-10,16418.6800
2014-03-11,16351.2500
2014-03-12,16340.0800
2014-03-13,16108.8900
2014-03-14,16065.6700
2014-03-17,16247.2200
2014-03-18,16336.1900
2014-03-19,16222.1700
2014-03-20,16331.0500
2014-03-21,16302.7700
2014-03-24,16276.6900
2014-03-25,16367.8800
2014-03-26,16268.9900
2014-03-27,16264.2300
2014-03-28,16323.0600
2014-03-31,16457.6600
2014-04-01,16532.6100
2014-04-02,16573.0000
2014-04-03,16572.5500
2014-04-04,16412.7100
2014-04-08,16256.1400
2014-04-09,16437.1800
2014-04-10,16170.2200
2014-04-11,16026.7500
2014-04-14,16173.2400
2014-04-15,16262.5600
2014-04-16,16424.8500
2014-04-17,16408.5400
2014-04-18,16408.5400
2014-04-21,16449.2500
2014-04-22,16514.3700
2014-04-23,16501.6500
2014-04-24,16501.6500
2014-04-25,16361.4600
2014-04-28,16448.7400
2014-04-29,16535.3700
2014-04-30,16580.8400
2014-05-05,16530.5500
2014-05-06,16401.0200
2014-05-07,16518.5400
2014-05-08,16550.9700
2014-05-09,16583.3400
2014-05-12,16695.4700
2014-05-13,16715.4400
2014-05-14,16613.9700
2014-05-15,16446.8100
2014-05-16,16491.3100
2014-05-19,16511.8600
2014-05-20,16374.3100
2014-05-21,16533.0600
2014-05-22,16543.0800
2014-05-23,16606.2700
2014-05-26,16606.2700
2014-05-27,16675.5000
2014-05-28,16633.1800
2014-05-29,16698.7400
2014-05-30,16717.1700
2014-06-03,16722.3400
2014-06-04,16737.5300
2014-06-05,16836.1100
2014-06-06,16924.2800
2014-06-09,16943.1000
2014-06-10,16945.9200
2014-06-11,16843.8800
2014-06-12,16734.1900
2014-06-13,16775.7400
2014-06-16,16781.0100
2014-06-17,16808.4900
2014-06-18,16906.6200
2014-06-19,16921.4600
2014-06-20,16947.0800
2014-06-23,16937.2600
2014-06-24,16818.1300
2014-06-25,16867.5100
2014-06-26,16846.1300
2014-06-27,16851.8400
2014-06-30,16826.6000
2014-07-01,16956.0700
2014-07-02,16976.2400
2014-07-03,17068.2600
2014-07-04,17068.2600
2014-07-07,17024.2100
2014-07-08,16906.6200
2014-07-09,16985.6100
2014-07-10,16915.0700
2014-07-11,16943.8100
2014-07-14,17055.4200
2014-07-15,17060.6800
2014-07-16,17138.2000
2014-07-17,16976.8100
2014-07-18,17100.1800
2014-07-21,17051.7300
2014-07-22,17113.5400
2014-07-23,17086.6300
2014-07-24,17083.8000
2014-07-25,16960.5700
2014-07-28,16982.5900
2014-07-29,16912.1100
2014-07-30,16880.3600
2014-07-31,16563.3000
2014-08-01,16493.3700
2014-08-04,16569.2800
2014-08-05,16429.4700
2014-08-06,16443.3400
2014-08-07,16368.2700
2014-08-08,16553.9300
2014-08-11,16569.9800
2014-08-12,16560.5400
2014-08-13,16651.8000
2014-08-14,16713.5800
2014-08-15,16662.9100
2014-08-18,16838.7400
2014-08-19,16919.5900
2014-08-20,16979.1300
2014-08-21,17039.4900
2014-08-22,17001.2200
2014-08-25,17076.8700
2014-08-26,17106.7000
2014-08-27,17122.0100
2014-08-28,17079.5700
2014-08-29,17098.4500
2014-09-01,17098.4500
2014-09-02,17067.5600
2014-09-03,17078.2800
2014-09-04,17069.5800
2014-09-05,17137.3600
2014-09-09,17013.8700
2014-09-10,17068.7100
2014-09-11,17049.0000
2014-09-12,16987.5100
2014-09-15,17031.1400
2014-09-16,17131.9700
2014-09-17,17156.8500
2014-09-18,17265.9900
2014-09-19,17279.7400
2014-09-22,17172.6800
2014-09-23,17055.8700
2014-09-24,17210.0600
2014-09-25,16945.8000
2014-09-26,17113.1500
2014-09-29,17071.2200
2014-09-30,17042.9000
2014-10-08,16994.2200
2014-10-09,16659.2500
2014-10-10,16544.1000
2014-10-13,16321.0700
2014-10-14,16315.1900
2014-10-15,16141.7400
2014-10-16,16117.2400
2014-10-17,16380.4100
2014-10-20,16399.6700
2014-10-21,16614.8100
2014-10-22,16461.3200
2014-10-23,16677.9000
2014-10-24,16805.4100
2014-10-27,16817.9400
2014-10-28,17005.7500
2014-10-29,16974.3100
2014-10-30,17195.4200
2014-10-31,17390.5200
2014-11-03,17366.2400
2014-11-04,17383.8400
2014-11-05,17484.5300
2014-11-06,17554.4700
2014-11-07,17573.9300
2014-11-10,17613.7400
2014-11-11,17614.9000
2014-11-12,17612.2000
2014-11-13,17652.7900
2014-11-14,17634.7400
2014-11-17,17647.7500
2014-11-18,17687.8200
2014-11-19,17685.7300
2014-11-20,17719.0000
2014-11-21,17810.0600
2014-11-24,17817.9000
2014-11-25,17814.9400
2014-11-26,17827.7500
2014-11-27,17827.7500
2014-11-28,17828.2400
2014-12-01,17776.8000
2014-12-02,17879.5500
2014-12-03,17912.6200
2014-12-04,17900.1000
2014-12-05,17958.7900
2014-12-08,17852.4800
2014-12-09,17801.2000
2014-12-10,17533.1500
2014-12-11,17596.3400
2014-12-12,17280.8300
2014-12-15,17180.8400
2014-12-16,17068.8700
2014-12-17,17356.8700
2014-12-18,17778.1500
2014-12-19,17804.8000
2014-12-22,17959.4400
2014-12-23,18024.1700
2014-12-24,18030.2100
2014-12-25,18030.2100
2014-12-26,18053.7100
2014-12-29,18038.2300
2014-12-30,17983.0700
2014-12-31,17823.0700
2015-01-05,17501.6500
2015-01-06,17371.6400
2015-01-07,17584.5200
2015-01-08,17907.8700
2015-01-09,17737.3700
2015-01-12,17640.8400
2015-01-13,17613.6800
2015-01-14,17427.0900
2015-01-15,17320.7100
2015-01-16,17511.5700
2015-01-19,17511.5700
2015-01-20,17515.2300
2015-01-21,17554.2800
2015-01-22,17813.9800
2015-01-23,17672.6000
2015-01-26,17678.7000
2015-01-27,17387.2100
2015-01-28,17191.3700
2015-01-29,17416.8500
2015-01-30,17164.9500
2015-02-02,17361.0400
2015-02-03,17666.4000
2015-02-04,17673.0200
2015-02-05,17884.8800
2015-02-06,17824.2900
2015-02-09,17729.2100
2015-02-10,17868.7600
2015-02-11,17862.1400
2015-02-12,17972.3800
2015-02-13,18019.3500
2015-02-16,18019.3500
2015-02-17,18047.5800
2015-02-25,18224.5700
2015-02-26,18214.4200
2015-02-27,18132.7000
2015-03-02,18288.6300
2015-03-03,18203.3700
2015-03-04,18096.9000
2015-03-05,18135.7200
2015-03-06,17856.7800
2015-03-09,17995.7200
2015-03-10,17662.9400
2015-03-11,17635.3900
2015-03-12,17895.2200
2015-03-13,17749.3100
2015-03-16,17977.4200
2015-03-17,17849.0800
2015-03-18,18076.1900
2015-03-19,17959.0300
2015-03-20,18127.6500
2015-03-23,18116.0400
2015-03-24,18011.1400
2015-03-25,17718.5400
2015-03-26,17678.2300
2015-03-27,17712.6600
2015-03-30,17976.3100
2015-03-31,17776.1200
2015-04-01,17698.1800
2015-04-02,17763.2400
2015-04-03,17763.2400
2015-04-07,17875.4200
2015-04-08,17902.5100
2015-04-09,17958.7300
2015-04-10,18057.6500
2015-04-13,17977.0400
2015-04-14,18036.7000
2015-04-15,18112.6100
2015-04-16,18105.7700
2015-04-17,17826.3000
2015-04-20,18034.9300
2015-04-21,17949.5900
2015-04-22,18038.2700
2015-04-23,18058.6900
2015-04-24,18080.1400
2015-04-27,18037.9700
2015-04-28,18110.1400
2015-04-29,18035.5300
2015-04-30,17840.5200
2015-05-04,18070.4000
2015-05-05,17928.2000
2015-05-06,17841.9800
2015-05-07,17924.0600
2015-05-08,18191.1100
2015-05-11,18105.1700
2015-05-12,18068.2300
2015-05-13,18060.4900
2015-05-14,18252.2400
2015-05-15,18272.5600
2015-05-18,18298.8800
2015-05-19,18312.3900
2015-05-20,18285.4000
2015-05-21,18285.7400
2015-05-22,18232.0200
2015-05-25,18232.0200
2015-05-26,18041.5400
2015-05-27,18162.9900
2015-05-28,18126.1200
2015-05-29,18010.6800
2015-06-01,18040.3700
2015-06-02,18011.9400
2015-06-03,18076.2700
2015-06-04,17905.5800
2015-06-05,17849.4600
2015-06-08,17766.5500
2015-06-09,17764.0400
2015-06-10,18000.4000
2015-06-11,18039.3700
2015-06-12,17898.8400
2015-06-15,17791.1700
2015-06-16,17904.4800
2015-06-17,17935.7400
2015-06-18,18115.8400
2015-06-19,18015.9500
2015-06-23,18144.0700
2015-06-24,17966.0700
2015-06-25,17890.3600
2015-06-26,17946.6800
2015-06-29,17596.3500
2015-06-30,17619.5100
2015-07-01,17757.9100
2015-07-02,17730.1100
2015-07-03,17730.1100
2015-07-06,17683.5800
2015-07-07,17776.9100
2015-07-08,17515.4200
2015-07-09,17548.6200
2015-07-10,17760.4100
2015-07-13,17977.6800
2015-07-14,18053.5800
2015-07-15,18050.1700
2015-07-16,18120.2500
2015-07-17,18086.4500
2015-07-20,18100.4100
2015-07-21,17919.2900
2015-07-22,17851.0400
2015-07-23,17731.9200
2015-07-24,17568.5300
2015-07-27,17440.5900
2015-07-28,17630.2700
2015-07-29,17751.3900
2015-07-30,17745.9800
2015-07-31,17689.8600
2015-08-03,17598.2000
2015-08-04,17550.6900
2015-08-05,17540.4700
2015-08-06,17419.7500
2015-08-07,17373.3800
2015-08-10,17615.1700
2015-08-11,17402.8400
2015-08-12,17402.5100
2015-08-13,17408.2500
2015-08-14,17477.4000
2015-08-17,17545.1800
2015-08-18,17511.3400
2015-08-19,17348.7300
2015-08-20,16990.6900
2015-08-21,16459.7500
2015-08-24,15871.3500
2015-08-25,15666.4400
2015-08-26,16285.5100
2015-08-27,16654.7700
2015-08-28,16643.0100
2015-08-31,16528.0300
2015-09-01,16058.3500
2015-09-02,16351.3800
2015-09-07,16102.3800
2015-09-08,16492.6800
2015-09-09,16253.5700
2015-09-10,16330.4000
2015-09-11,16433.0900
2015-09-14,16370.9600
2015-09-15,16599.8500
2015-09-16,16739.9500
2015-09-17,16674.7400
2015-09-18,16384.5800
2015-09-21,16510.1900
2015-09-22,16330.4700
2015-09-23,16279.8900
2015-09-24,16201.3200
2015-09-25,16314.6700
2015-09-28,16001.8900
2015-09-29,16049.1300
2015-09-30,16284.7000
2015-10-08,17050.7500
2015-10-09,17084.4900
2015-10-12,17131.8600
2015-10-13,17081.8900
2015-10-14,16924.7500
2015-10-15,17141.7500
2015-10-16,17215.9700
2015-10-19,17230.5400
2015-10-20,17217.1100
2015-10-21,17168.6100
2015-10-22,17489.1600
2015-10-23,17646.7000
2015-10-26,17623.0500
2015-10-27,17581.4300
2015-10-28,17779.5200
2015-10-29,17755.8000
2015-10-30,17663.5400
2015-11-02,17828.7600
2015-11-03,17918.1500
2015-11-04,17867.5800
2015-11-05,17863.4300
2015-11-06,17910.3300
2015-11-09,17730.4800
2015-11-10,17758.2100
2015-11-11,17702.2200
2015-11-12,17448.0700
2015-11-13,17245.2400
2015-11-16,17483.0100
2015-11-17,17489.5000
2015-11-18,17737.1600
2015-11-19,17732.7500
2015-11-20,17823.8100
2015-11-23,17792.6800
2015-11-24,17812.1900
2015-11-25,17813.3900
2015-11-26,17813.3900
2015-11-27,17798.4900
2015-11-30,17719.9200
2015-12-01,17888.3500
2015-12-02,17729.6800
2015-12-03,17477.6700
2015-12-04,17847.6300
2015-12-07,17730.5100
2015-12-08,17568.0000
2015-12-09,17492.3000
2015-12-10,17574.7500
2015-12-11,17265.2100
2015-12-14,17368.5000
2015-12-15,17524.9100
2015-12-16,17749.0900
2015-12-17,17495.8400
2015-12-18,17128.5500
2015-12-21,17251.6200
2015-12-22,17417.2700
2015-12-23,17602.6100
2015-12-24,17552.1700
2015-12-25,17552.1700
2015-12-28,17528.2700
2015-12-29,17720.9800
2015-12-30,17603.8700
2015-12-31,17425.0300
2016-01-04,17148.9400
2016-01-05,17158.6600
2016-01-06,16906.5100
2016-01-07,16514.1000
2016-01-08,16346.4500
2016-01-11,16398.5700
2016-01-12,16516.2200
2016-01-13,16151.4100
2016-01-14,16379.0500
2016-01-15,15988.0800
2016-01-18,15988.0800
2016-01-19,16016.0200
2016-01-20,15766.7400
2016-01-21,15882.6800
2016-01-22,16093.5100
2016-01-25,15885.2200
2016-01-26,16167.2300
2016-01-27,15944.4600
2016-01-28,16069.6400
2016-01-29,16466.3000
2016-02-01,16449.1800
2016-02-02,16153.5400
2016-02-03,16336.6600
2016-02-04,16416.5800
2016-02-05,16204.9700
2016-02-15,15973.8400
2016-02-16,16196.4100
2016-02-17,16453.8300
2016-02-18,16413.4300
2016-02-19,16391.9900
2016-02-22,16620.6600
2016-02-23,16431.7800
2016-02-24,16484.9900
2016-02-25,16697.2900
2016-02-26,16639.9700
2016-02-29,16516.5000
2016-03-01,16865.0800
2016-03-02,16899.3200
2016-03-03,16943.9000
2016-03-04,17006.7700
2016-03-07,17073.9500
2016-03-08,16964.1000
2016-03-09,17000.3600
2016-03-10,16995.1300
2016-03-11,17213.3100
2016-03-14,17229.1300
2016-03-15,17251.5300
2016-03-16,17325.7600
2016-03-17,17481.4900
2016-03-18,17602.3000
2016-03-21,17623.8700
2016-03-22,17582.5700
2016-03-23,17502.5900
2016-03-24,17515.7300
2016-03-25,17515.7300
2016-03-28,17535.3900
2016-03-29,17633.1100
2016-03-30,17716.6600
2016-03-31,17685.0900
2016-04-01,17792.7500
2016-04-05,17603.3200
2016-04-06,17716.0500
2016-04-07,17541.9600
2016-04-08,17576.9600
2016-04-11,17556.4100
2016-04-12,17721.2500
2016-04-13,17908.2800
2016-04-14,17926.4300
2016-04-15,17897.4600
2016-04-18,18004.1600
2016-04-19,18053.6000
2016-04-20,18096.2700
2016-04-21,17982.5200
2016-04-22,18003.7500
2016-04-25,17977.2400
2016-04-26,17990.3200
2016-04-27,18041.5500
2016-04-28,17830.7600
2016-04-29,17773.6400
2016-05-03,17750.9100
2016-05-04,17651.2600
2016-05-05,17660.7100
2016-05-06,17740.6300
2016-05-09,17705.9100
2016-05-10,17928.3500
2016-05-11,17711.1200
2016-05-12,17720.5000
2016-05-13,17535.3200
2016-05-16,17710.7100
2016-05-17,17529.9800
2016-05-18,17526.6200
2016-05-19,17435.4000
2016-05-20,17500.9400
2016-05-23,17492.9300
2016-05-24,17706.0500
2016-05-25,17851.5100
2016-05-26,17828.2900
2016-05-27,17873.2200
2016-05-30,17873.2200
2016-05-31,17787.2000
2016-06-01,17789.6700
2016-06-02,17838.5600
2016-06-03,17807.0600
2016-06-06,17920.3300
2016-06-07,17938.2800
2016-06-08,18005.0500
2016-06-13,17732.4800
2016-06-14,17674.8200
2016-06-15,17640.1700
2016-06-16,17733.1000
2016-06-17,17675.1600
2016-06-20,17804.8700
2016-06-21,17829.7300
2016-06-22,17780.8300
2016-06-23,18011.0700
2016-06-24,17400.7500
2016-06-27,17140.2400
2016-06-28,17409.7200
2016-06-29,17694.6800
2016-06-30,17929.9900
2016-07-01,17949.3700
2016-07-04,17949.3700
2016-07-05,17840.6200
2016-07-06,17918.6200
2016-07-07,17895.8800
2016-07-08,18146.7400
2016-07-11,18226.9300
2016-07-12,18347.6700
2016-07-13,18372.1200
2016-07-14,18506.4100
2016-07-15,18516.5500
2016-07-18,18533.0500
2016-07-19,18559.0100
2016-07-20,18595.0300
2016-07-21,18517.2300
2016-07-22,18570.8500
2016-07-25,18493.0600
2016-07-26,18473.7500
2016-07-27,18472.1700
2016-07-28,18456.3500
2016-07-29,18432.2400
2016-08-01,18404.5100
2016-08-02,18313.7700
2016-08-03,18355.0000
2016-08-04,18352.0500
2016-08-05,18543.5300
2016-08-08,18529.2900
2016-08-09,18533.0500
2016-08-10,18495.6600
2016-08-11,18613.5200
2016-08-12,18576.4700
2016-08-15,18636.0500
2016-08-16,18552.0200
2016-08-17,18573.9400
2016-08-18,18597.7000
2016-08-19,18552.5700
2016-08-22,18529.4200
2016-08-23,18547.3000
2016-08-24,18481.4800
2016-08-25,18448.4100
2016-08-26,18395.4000
2016-08-29,18502.9900
2016-08-30,18454.3000
2016-08-31,18400.8800
2016-09-01,18419.3000
2016-09-02,18491.9600
2016-09-05,18491.9600
2016-09-06,18538.1200
2016-09-07,18526.1400
2016-09-08,18479.9100
2016-09-09,18085.4500
2016-09-12,18325.0700
2016-09-13,18066.7500
2016-09-14,18034.7700
2016-09-19,18120.1700
2016-09-20,18129.9600
2016-09-21,18293.7000
2016-09-22,18392.4600
2016-09-23,18261.4500
2016-09-26,18094.8300
2016-09-27,18228.3000
2016-09-28,18339.2400
2016-09-29,18143.4500
2016-09-30,18308.1500
2016-10-10,18329.0400
2016-10-11,18128.6600
2016-10-12,18144.2000
2016-10-13,18098.9400
2016-10-14,18138.3800
2016-10-17,18086.4000
2016-10-18,18161.9400
2016-10-19,18202.6200
2016-10-20,18162.3500
2016-10-21,18145.7100
2016-10-24,18223.0300
2016-10-25,18169.2700
2016-10-26,18199.3300
2016-10-27,18169.6800
2016-10-28,18161.1900
2016-10-31,18142.4200
2016-11-01,18037.1000
2016-11-02,17959.6400
2016-11-03,17930.6700
2016-11-04,17888.2800
2016-11-07,18259.6000
2016-11-08,18332.7400
2016-11-09,18589.6900
2016-11-10,18807.8800
2016-11-11,18847.6600
2016-11-14,18868.6900
2016-11-15,18923.0600
2016-11-16,18868.1400
2016-11-17,18903.8200
2016-11-18,18867.9300
2016-11-21,18956.6900
2016-11-22,19023.8700
2016-11-23,19083.1800
2016-11-24,19083.1800
2016-11-25,19152.1400
2016-11-28,19097.9000
2016-11-29,19121.6000
2016-11-30,19123.5800
2016-12-01,19191.9300
2016-12-02,19170.4200
2016-12-05,19216.2400
2016-12-06,19251.7800
2016-12-07,19549.6200
2016-12-08,19614.8100
2016-12-09,19756.8500
2016-12-12,19796.4300
2016-12-13,19911.2100
2016-12-14,19792.5300
2016-12-15,19852.2400
2016-12-16,19843.4100
2016-12-19,19883.0600
2016-12-20,19974.6200
2016-12-21,19941.9600
2016-12-22,19918.8800
2016-12-23,19933.8100
2016-12-26,19933.8100
2016-12-27,19945.0400
2016-12-28,19833.6800
2016-12-29,19819.7800
2016-12-30,19762.6000
2017-01-03,19881.7600
2017-01-04,19942.1600
2017-01-05,19899.2900
2017-01-06,19963.8000
2017-01-09,19887.3800
2017-01-10,19855.5300
2017-01-11,19954.2800
2017-01-12,19891.0000
2017-01-13,19885.7300
2017-01-16,19885.7300
2017-01-17,19826.7700
2017-01-18,19804.7200
2017-01-19,19732.4000
2017-01-20,19827.2500
2017-01-23,19799.8500
2017-01-24,19912.7100
2017-01-25,20068.5100
2017-01-26,20100.9100
2017-02-03,20071.4600
2017-02-06,20052.4200
2017-02-07,20090.2900
2017-02-08,20054.3400
2017-02-09,20172.4000
2017-02-10,20269.3700
2017-02-13,20412.1600
2017-02-14,20504.4100
2017-02-15,20611.8600
2017-02-16,20619.7700
2017-02-17,20624.0500
2017-02-20,20624.0500
2017-02-21,20743.0000
2017-02-22,20775.6000
2017-02-23,20810.3200
2017-02-24,20821.7600
2017-02-27,20837.4400
2017-02-28,20812.2400
2017-03-01,21115.5500
2017-03-02,21002.9700
2017-03-03,21005.7100
2017-03-06,20954.3400
2017-03-07,20924.7600
2017-03-08,20855.7300
2017-03-09,20858.1900
2017-03-10,20902.9800
2017-03-13,20881.4800
2017-03-14,20837.3700
2017-03-15,20950.1000
2017-03-16,20934.5500
2017-03-17,20914.6200
2017-03-20,20905.8600
2017-03-21,20668.0100
2017-03-22,20661.3000
2017-03-23,20656.5800
2017-03-24,20596.7200
2017-03-27,20550.9800
2017-03-28,20701.5000
2017-03-29,20659.3200
2017-03-30,20728.4900
2017-03-31,20663.2200
2017-04-05,20648.1500
2017-04-06,20662.9500
2017-04-07,20656.1000
2017-04-10,20658.0200
2017-04-11,20651.3000
2017-04-12,20591.8600
2017-04-13,20453.2500
2017-04-14,20453.2500
2017-04-17,20636.9200
2017-04-18,20523.2800
2017-04-19,20404.4900
2017-04-20,20578.7100
2017-04-21,20547.7600
2017-04-24,20763.8900
2017-04-25,20996.1200
2017-04-26,20975.0900
2017-04-27,20981.3300
2017-04-28,20940.5100
2017-05-02,20949.8900
2017-05-03,20957.9000
2017-05-04,20951.4700
2017-05-05,21006.9400
2017-05-08,21012.2800
2017-05-09,20975.7800
2017-05-10,20943.1100
2017-05-11,20919.4200
2017-05-12,20896.6100
2017-05-15,20981.9400
2017-05-16,20979.7500
2017-05-17,20606.9300
2017-05-18,20663.0200
2017-05-19,20804.8400
2017-05-22,20894.8300
2017-05-23,20937.9100
2017-05-24,21012.4200
2017-05-25,21082.9500
2017-05-26,21080.2800
2017-05-31,21008.6500
2017-06-01,21144.1800
2017-06-02,21206.2900
2017-06-05,21184.0400
2017-06-06,21136.2300
2017-06-07,21173.6900
2017-06-08,21182.5300
2017-06-09,21271.9700
2017-06-12,21235.6700
2017-06-13,21328.4700
2017-06-14,21374.5600
2017-06-15,21359.9000
2017-06-16,21384.2800
2017-06-19,21528.9900
2017-06-20,21467.1400
2017-06-21,21410.0300
2017-06-22,21397.2900
2017-06-23,21394.7600
2017-06-26,21409.5500
2017-06-27,21310.6600
2017-06-28,21454.6100
2017-06-29,21287.0300
2017-06-30,21349.6300
2017-07-03,21479.2700
2017-07-04,21479.2700
2017-07-05,21478.1700
2017-07-06,21320.0400
2017-07-07,21414.3400
2017-07-10,21408.5200
2017-07-11,21409.0700
2017-07-12,21532.1400
2017-07-13,21553.0900
2017-07-14,21637.7400
2017-07-17,21629.7200
2017-07-18,21574.7300
2017-07-19,21640.7500
2017-07-20,21611.7800
2017-07-21,21580.0700
2017-07-24,21513.1700
2017-07-25,21613.4300
2017-07-26,21711.0100
2017-07-27,21796.5500
2017-07-28,21830.3100
2017-07-31,21891.1200
2017-08-01,21963.9200
2017-08-02,22016.2400
2017-08-03,22026.1000
2017-08-04,22092.8100
2017-08-07,22118.4200
2017-08-08,22085.3400
2017-08-09,22048.7000
2017-08-10,21844.0100
2017-08-11,21858.3200
2017-08-14,21993.7100
2017-08-15,21998.9900
2017-08-16,22024.8700
2017-08-17,21750.7300
2017-08-18,21674.5100
2017-08-21,21703.7500
2017-08-22,21899.8900
2017-08-23,21812.0900
2017-08-24,21783.4000
2017-08-25,21813.6700
2017-08-28,21808.4000
2017-08-29,21865.3700
2017-08-30,21892.4300
2017-08-31,21948.1000
2017-09-01,21987.5600
2017-09-04,21987.5600
2017-09-05,21753.3100
2017-09-06,21807.6400
2017-09-07,21784.7800
2017-09-08,21797.7900
2017-09-11,22057.3700
2017-09-12,22118.8600
2017-09-13,22158.1800
2017-09-14,22203.4800
2017-09-15,22268.3400
2017-09-18,22331.3500
2017-09-19,22370.8000
2017-09-20,22412.5900
2017-09-21,22359.2300
2017-09-22,22349.5900
2017-09-25,22296.0900
2017-09-26,22284.3200
2017-09-27,22340.7100
2017-09-28,22381.2000
2017-09-29,22405.0900
2017-10-09,22761.0700
2017-10-10,22830.6800
2017-10-11,22872.8900
2017-10-12,22841.0100
2017-10-13,22871.7200
2017-10-16,22956.9600
2017-10-17,22997.4400
