,纳斯达克指数
2013-05-22,3463.3000
2013-05-23,3459.4200
2013-05-24,3459.1400
2013-05-27,3459.1400
2013-05-28,3488.8900
2013-05-29,3467.5200
2013-05-30,3491.3000
2013-05-31,3455.9100
2013-06-03,3465.3700
2013-06-04,3445.2600
2013-06-05,3401.4800
2013-06-06,3424.0500
2013-06-07,3469.2200
2013-06-13,3445.3700
2013-06-14,3423.5600
2013-06-17,3452.1300
2013-06-18,3482.1800
2013-06-19,3443.2000
2013-06-20,3364.6400
2013-06-21,3357.2500
2013-06-24,3320.7600
2013-06-25,3347.8900
2013-06-26,3376.2200
2013-06-27,3401.8600
2013-06-28,3403.2500
2013-07-01,3434.4900
2013-07-02,3433.4000
2013-07-03,3443.6700
2013-07-04,3443.6700
2013-07-05,3479.3800
2013-07-08,3484.8300
2013-07-09,3504.2600
2013-07-10,3520.7600
2013-07-11,3578.3000
2013-07-12,3600.0800
2013-07-15,3607.4900
2013-07-16,3598.5000
2013-07-17,3610.0000
2013-07-18,3611.2800
2013-07-19,3587.6200
2013-07-22,3600.3900
2013-07-23,3579.2700
2013-07-24,3579.6000
2013-07-25,3605.1900
2013-07-26,3613.1700
2013-07-29,3599.1400
2013-07-30,3616.4700
2013-07-31,3626.3700
2013-08-01,3675.7400
2013-08-02,3689.5900
2013-08-05,3692.9500
2013-08-06,3665.7700
2013-08-07,3654.0100
2013-08-08,3669.1200
2013-08-09,3660.1100
2013-08-12,3669.9500
2013-08-13,3684.4400
2013-08-14,3669.2700
2013-08-15,3606.1200
2013-08-16,3602.7800
2013-08-19,3589.0900
2013-08-20,3613.5900
2013-08-21,3599.7900
2013-08-22,3638.7100
2013-08-23,3657.7900
2013-08-26,3657.5700
2013-08-27,3578.5200
2013-08-28,3593.3500
2013-08-29,3620.3000
2013-08-30,3589.8700
2013-09-02,3589.8700
2013-09-03,3612.6100
2013-09-04,3649.0400
2013-09-05,3658.7900
2013-09-06,3660.0100
2013-09-09,3706.1800
2013-09-10,3729.0200
2013-09-11,3725.0100
2013-09-12,3715.9700
2013-09-13,3722.1800
2013-09-16,3717.8500
2013-09-17,3745.7000
2013-09-18,3783.6400
2013-09-23,3765.2900
2013-09-24,3768.2500
2013-09-25,3761.1000
2013-09-26,3787.4300
2013-09-27,3781.6000
2013-09-30,3771.4800
2013-10-08,3694.8300
2013-10-09,3677.7800
2013-10-10,3760.7500
2013-10-11,3791.8700
2013-10-14,3815.2800
2013-10-15,3794.0100
2013-10-16,3839.4300
2013-10-17,3863.1500
2013-10-18,3914.2800
2013-10-21,3920.0500
2013-10-22,3929.5700
2013-10-23,3907.0700
2013-10-24,3928.9600
2013-10-25,3943.3600
2013-10-28,3940.1300
2013-10-29,3952.3400
2013-10-30,3930.6200
2013-10-31,3919.7100
2013-11-01,3922.0400
2013-11-04,3936.5900
2013-11-05,3939.8600
2013-11-06,3931.9500
2013-11-07,3857.3300
2013-11-08,3919.2300
2013-11-11,3919.7900
2013-11-12,3919.9200
2013-11-13,3965.5800
2013-11-14,3972.7400
2013-11-15,3985.9700
2013-11-18,3949.0700
2013-11-19,3931.5500
2013-11-20,3921.2700
2013-11-21,3969.1600
2013-11-22,3991.6500
2013-11-25,3994.5700
2013-11-26,4017.7500
2013-11-27,4044.7500
2013-11-28,4044.7500
2013-11-29,4059.8900
2013-12-02,4045.2600
2013-12-03,4037.2000
2013-12-04,4038.0000
2013-12-05,4033.1700
2013-12-06,4062.5200
2013-12-09,4068.7500
2013-12-10,4060.4900
2013-12-11,4003.8100
2013-12-12,3998.4000
2013-12-13,4000.9800
2013-12-16,4029.5200
2013-12-17,4023.6800
2013-12-18,4070.0600
2013-12-19,4058.1400
2013-12-20,4104.7400
2013-12-23,4148.9000
2013-12-24,4155.4200
2013-12-25,4155.4200
2013-12-26,4167.1800
2013-12-27,4156.5900
2013-12-30,4154.2000
2013-12-31,4176.5900
2014-01-02,4143.0700
2014-01-03,4131.9100
2014-01-06,4113.6800
2014-01-07,4153.1800
2014-01-08,4165.6100
2014-01-09,4156.1900
2014-01-10,4174.6700
2014-01-13,4113.3100
2014-01-14,4183.0200
2014-01-15,4214.8800
2014-01-16,4218.6900
2014-01-17,4197.5800
2014-01-20,4197.5800
2014-01-21,4225.7600
2014-01-22,4243.0000
2014-01-23,4218.8800
2014-01-24,4128.1700
2014-01-27,4083.6100
2014-01-28,4097.9600
2014-01-29,4051.4300
2014-01-30,4123.1300
2014-02-07,4125.8600
2014-02-10,4148.1700
2014-02-11,4191.0500
2014-02-12,4201.2900
2014-02-13,4240.6700
2014-02-14,4244.0300
2014-02-17,4244.0300
2014-02-18,4272.7800
2014-02-19,4237.9500
2014-02-20,4267.5500
2014-02-21,4263.4100
2014-02-24,4292.9700
2014-02-25,4287.5900
2014-02-26,4292.0600
2014-02-27,4318.9300
2014-02-28,4308.1200
2014-03-03,4277.3000
2014-03-04,4351.9700
2014-03-05,4357.9700
2014-03-06,4352.1300
2014-03-07,4336.2200
2014-03-10,4334.4500
2014-03-11,4307.1900
2014-03-12,4323.3300
2014-03-13,4260.4200
2014-03-14,4245.4000
2014-03-17,4279.9500
2014-03-18,4333.3100
2014-03-19,4307.6000
2014-03-20,4319.2900
2014-03-21,4276.7900
2014-03-24,4226.3900
2014-03-25,4234.2700
2014-03-26,4173.5800
2014-03-27,4151.2300
2014-03-28,4155.7600
2014-03-31,4198.9900
2014-04-01,4268.0400
2014-04-02,4276.4600
2014-04-03,4237.7400
2014-04-04,4127.7300
2014-04-08,4112.9900
2014-04-09,4183.9000
2014-04-10,4054.1100
2014-04-11,3999.7300
2014-04-14,4022.6900
2014-04-15,4034.1600
2014-04-16,4086.2300
2014-04-17,4095.5200
2014-04-18,4095.5200
2014-04-21,4121.5500
2014-04-22,4161.4600
2014-04-23,4126.9700
2014-04-24,4148.3400
2014-04-25,4075.5600
2014-04-28,4074.4000
2014-04-29,4103.5400
2014-04-30,4114.5600
2014-05-05,4138.0600
2014-05-06,4080.7600
2014-05-07,4067.6700
2014-05-08,4051.5000
2014-05-09,4071.8700
2014-05-12,4143.8600
2014-05-13,4130.1700
2014-05-14,4100.6300
2014-05-15,4069.2900
2014-05-16,4090.5900
2014-05-19,4125.8100
2014-05-20,4096.8900
2014-05-21,4131.5400
2014-05-22,4154.3400
2014-05-23,4185.8100
2014-05-26,4185.8100
2014-05-27,4247.9500
2014-05-28,4225.0800
2014-05-29,4247.9500
2014-05-30,4242.6200
2014-06-03,4234.0800
2014-06-04,4251.6400
2014-06-05,4296.2300
2014-06-06,4321.4000
2014-06-09,4336.2400
2014-06-10,4338.0000
2014-06-11,4331.9300
2014-06-12,4297.6300
2014-06-13,4310.6500
2014-06-16,4321.1000
2014-06-17,4337.2300
2014-06-18,4362.8400
2014-06-19,4359.3300
2014-06-20,4368.0400
2014-06-23,4368.6800
2014-06-24,4350.3500
2014-06-25,4379.7600
2014-06-26,4379.0500
2014-06-27,4397.9300
2014-06-30,4408.1800
2014-07-01,4458.6500
2014-07-02,4457.7300
2014-07-03,4485.9300
2014-07-04,4485.9300
2014-07-07,4451.5300
2014-07-08,4391.4600
2014-07-09,4419.0300
2014-07-10,4396.2000
2014-07-11,4415.4900
2014-07-14,4440.4200
2014-07-15,4416.3900
2014-07-16,4425.9700
2014-07-17,4363.4500
2014-07-18,4432.1500
2014-07-21,4424.7000
2014-07-22,4456.0200
2014-07-23,4473.7000
2014-07-24,4472.1100
2014-07-25,4449.5600
2014-07-28,4444.9100
2014-07-29,4442.7000
2014-07-30,4462.9000
2014-07-31,4369.7700
2014-08-01,4352.6400
2014-08-04,4383.8900
2014-08-05,4352.8400
2014-08-06,4355.0500
2014-08-07,4334.9700
2014-08-08,4370.9000
2014-08-11,4401.3300
2014-08-12,4389.2500
2014-08-13,4434.1300
2014-08-14,4453.0000
2014-08-15,4464.9300
2014-08-18,4508.3100
2014-08-19,4527.5100
2014-08-20,4526.4800
2014-08-21,4532.1000
2014-08-22,4538.5500
2014-08-25,4557.3500
2014-08-26,4570.6400
2014-08-27,4569.6200
2014-08-28,4557.6900
2014-08-29,4580.2700
2014-09-01,4580.2700
2014-09-02,4598.1900
2014-09-03,4572.5600
2014-09-04,4562.2900
2014-09-05,4582.9000
2014-09-09,4552.2800
2014-09-10,4586.5200
2014-09-11,4591.8100
2014-09-12,4567.6000
2014-09-15,4518.9000
2014-09-16,4552.7600
2014-09-17,4562.1900
2014-09-18,4593.4300
2014-09-19,4579.7900
2014-09-22,4527.6900
2014-09-23,4508.6900
2014-09-24,4555.2200
2014-09-25,4466.7500
2014-09-26,4512.1900
2014-09-29,4505.8500
2014-09-30,4493.3900
2014-10-08,4468.5900
2014-10-09,4378.3400
2014-10-10,4276.2400
2014-10-13,4213.6600
2014-10-14,4227.1700
2014-10-15,4215.3200
2014-10-16,4217.3900
2014-10-17,4258.4400
2014-10-20,4316.0700
2014-10-21,4419.4800
2014-10-22,4382.8500
2014-10-23,4452.7900
2014-10-24,4483.7200
2014-10-27,4485.9300
2014-10-28,4564.2900
2014-10-29,4549.2300
2014-10-30,4566.1400
2014-10-31,4630.7400
2014-11-03,4638.9100
2014-11-04,4623.6400
2014-11-05,4620.7200
2014-11-06,4638.4700
2014-11-07,4632.5300
2014-11-10,4651.6200
2014-11-11,4660.5600
2014-11-12,4675.1400
2014-11-13,4680.1400
2014-11-14,4688.5400
2014-11-17,4671.0000
2014-11-18,4702.4400
2014-11-19,4675.7100
2014-11-20,4701.8700
2014-11-21,4712.9700
2014-11-24,4754.8900
2014-11-25,4758.2500
2014-11-26,4787.3200
2014-11-27,4787.3200
2014-11-28,4791.6300
2014-12-01,4727.3500
2014-12-02,4755.8100
2014-12-03,4774.4700
2014-12-04,4769.4400
2014-12-05,4780.7600
2014-12-08,4740.6900
2014-12-09,4766.4700
2014-12-10,4684.0300
2014-12-11,4708.1600
2014-12-12,4653.6000
2014-12-15,4605.1600
2014-12-16,4547.8300
2014-12-17,4644.3100
2014-12-18,4748.4000
2014-12-19,4765.3800
2014-12-22,4781.4200
2014-12-23,4765.4200
2014-12-24,4773.4700
2014-12-25,4773.4700
2014-12-26,4806.8600
2014-12-29,4806.9100
2014-12-30,4777.4400
2014-12-31,4736.0500
2015-01-05,4652.5700
2015-01-06,4592.7400
2015-01-07,4650.4700
2015-01-08,4736.1900
2015-01-09,4704.0700
2015-01-12,4664.7100
2015-01-13,4661.5000
2015-01-14,4639.3200
2015-01-15,4570.8200
2015-01-16,4634.3800
2015-01-19,4634.3800
2015-01-20,4654.8500
2015-01-21,4667.4200
2015-01-22,4750.4000
2015-01-23,4757.8800
2015-01-26,4771.7600
2015-01-27,4681.5000
2015-01-28,4637.9900
2015-01-29,4683.4100
2015-01-30,4635.2400
2015-02-02,4676.6900
2015-02-03,4727.7400
2015-02-04,4716.7000
2015-02-05,4765.1000
2015-02-06,4744.4000
2015-02-09,4726.0100
2015-02-10,4787.6500
2015-02-11,4801.1800
2015-02-12,4857.6100
2015-02-13,4893.8400
2015-02-16,4893.8400
2015-02-17,4899.2700
2015-02-25,4967.1400
2015-02-26,4987.8900
2015-02-27,4963.5300
2015-03-02,5008.1000
2015-03-03,4979.9000
2015-03-04,4967.1400
2015-03-05,4982.8100
2015-03-06,4927.3700
2015-03-09,4942.4400
2015-03-10,4859.8000
2015-03-11,4849.9400
2015-03-12,4893.2900
2015-03-13,4871.7600
2015-03-16,4929.5100
2015-03-17,4937.4300
2015-03-18,4982.8300
2015-03-19,4992.3800
2015-03-20,5026.4200
2015-03-23,5010.9700
2015-03-24,4994.7300
2015-03-25,4876.5200
2015-03-26,4863.3600
2015-03-27,4891.2200
2015-03-30,4947.4400
2015-03-31,4900.8900
2015-04-01,4880.2300
2015-04-02,4886.9400
2015-04-03,4886.9400
2015-04-07,4910.2300
2015-04-08,4950.8200
2015-04-09,4974.5700
2015-04-10,4995.9800
2015-04-13,4988.2500
2015-04-14,4977.2900
2015-04-15,5011.0200
2015-04-16,5007.7900
2015-04-17,4931.8100
2015-04-20,4994.6000
2015-04-21,5014.1000
2015-04-22,5035.1700
2015-04-23,5056.0600
2015-04-24,5092.0900
2015-04-27,5060.2500
2015-04-28,5055.4200
2015-04-29,5023.6400
2015-04-30,4941.4200
2015-05-04,5016.9300
2015-05-05,4939.3300
2015-05-06,4919.6500
2015-05-07,4945.5400
2015-05-08,5003.5500
2015-05-11,4993.5700
2015-05-12,4976.1900
2015-05-13,4981.6900
2015-05-14,5050.8000
2015-05-15,5048.2900
2015-05-18,5078.4400
2015-05-19,5070.0300
2015-05-20,5071.7400
2015-05-21,5090.7900
2015-05-22,5089.3600
2015-05-25,5089.3600
2015-05-26,5032.7500
2015-05-27,5106.5900
2015-05-28,5097.9800
2015-05-29,5070.0300
2015-06-01,5082.9300
2015-06-02,5076.5200
2015-06-03,5099.2300
2015-06-04,5059.1300
2015-06-05,5068.4600
2015-06-08,5021.6300
2015-06-09,5013.8700
2015-06-10,5076.6900
2015-06-11,5082.5100
2015-06-12,5051.1000
2015-06-15,5029.9700
2015-06-16,5055.5500
2015-06-17,5064.8800
2015-06-18,5132.9500
2015-06-19,5117.0000
2015-06-23,5160.1000
2015-06-24,5122.4100
2015-06-25,5112.1900
2015-06-26,5080.5100
2015-06-29,4958.4700
2015-06-30,4986.8700
2015-07-01,5013.1200
2015-07-02,5009.2100
2015-07-03,5009.2100
2015-07-06,4991.9400
2015-07-07,4997.4600
2015-07-08,4909.7600
2015-07-09,4922.4000
2015-07-10,4997.7000
2015-07-13,5071.5100
2015-07-14,5104.8900
2015-07-15,5098.9400
2015-07-16,5163.1800
2015-07-17,5210.1400
2015-07-20,5218.8600
2015-07-21,5208.1200
2015-07-22,5171.7700
2015-07-23,5146.4100
2015-07-24,5088.6300
2015-07-27,5039.7800
2015-07-28,5089.2100
2015-07-29,5111.7300
2015-07-30,5128.7900
2015-07-31,5128.2800
2015-08-03,5115.3800
2015-08-04,5105.5500
2015-08-05,5139.9500
2015-08-06,5056.4400
2015-08-07,5043.5400
2015-08-10,5101.8000
2015-08-11,5036.7900
2015-08-12,5044.3900
2015-08-13,5033.5600
2015-08-14,5048.2400
2015-08-17,5091.7000
2015-08-18,5059.3500
2015-08-19,5019.0500
2015-08-20,4877.4900
2015-08-21,4706.0400
2015-08-24,4526.2500
2015-08-25,4506.4900
2015-08-26,4697.5400
2015-08-27,4812.7100
2015-08-28,4828.3300
2015-08-31,4776.5100
2015-09-01,4636.1100
2015-09-02,4749.9800
2015-09-07,4683.9200
2015-09-08,4811.9300
2015-09-09,4756.5300
2015-09-10,4796.2500
2015-09-11,4822.3400
2015-09-14,4805.7600
2015-09-15,4860.5200
2015-09-16,4889.2400
2015-09-17,4893.9500
2015-09-18,4827.2300
2015-09-21,4828.9600
2015-09-22,4756.7200
2015-09-23,4752.7400
2015-09-24,4734.4800
2015-09-25,4686.5000
2015-09-28,4543.9700
2015-09-29,4517.3200
2015-09-30,4620.1700
2015-10-08,4810.7900
2015-10-09,4830.4700
2015-10-12,4838.6400
2015-10-13,4796.6100
2015-10-14,4782.8500
2015-10-15,4870.1000
2015-10-16,4886.6900
2015-10-19,4905.4700
2015-10-20,4880.9700
2015-10-21,4840.1200
2015-10-22,4920.0500
2015-10-23,5031.8600
2015-10-26,5034.7000
2015-10-27,5030.1500
2015-10-28,5095.6900
2015-10-29,5074.2700
2015-10-30,5053.7500
2015-11-02,5127.1500
2015-11-03,5145.1300
2015-11-04,5142.4800
2015-11-05,5127.7400
2015-11-06,5147.1200
2015-11-09,5095.3000
2015-11-10,5083.2400
2015-11-11,5067.0200
2015-11-12,5005.0800
2015-11-13,4927.8800
2015-11-16,4984.6200
2015-11-17,4986.0200
2015-11-18,5075.2000
2015-11-19,5073.6400
2015-11-20,5104.9200
2015-11-23,5102.4800
2015-11-24,5102.8100
2015-11-25,5116.1400
2015-11-26,5116.1400
2015-11-27,5127.5200
2015-11-30,5108.6700
2015-12-01,5156.3100
2015-12-02,5123.2200
2015-12-03,5037.5300
2015-12-04,5142.2700
2015-12-07,5101.8100
2015-12-08,5098.2400
2015-12-09,5022.8700
2015-12-10,5045.1700
2015-12-11,4933.4700
2015-12-14,4952.2300
2015-12-15,4995.3600
2015-12-16,5071.1300
2015-12-17,5002.5500
2015-12-18,4923.0800
2015-12-21,4968.9200
2015-12-22,5001.1100
2015-12-23,5045.9300
2015-12-24,5048.4900
2015-12-25,5048.4900
2015-12-28,5040.9900
2015-12-29,5107.9400
2015-12-30,5065.8500
2015-12-31,5007.4100
2016-01-04,4903.0900
2016-01-05,4891.4300
2016-01-06,4835.7700
2016-01-07,4689.4300
2016-01-08,4643.6300
2016-01-11,4637.9900
2016-01-12,4685.9200
2016-01-13,4526.0600
2016-01-14,4615.0000
2016-01-15,4488.4200
2016-01-18,4488.4200
2016-01-19,4476.9500
2016-01-20,4471.6900
2016-01-21,4472.0600
2016-01-22,4591.1800
2016-01-25,4518.4900
2016-01-26,4567.6700
2016-01-27,4468.1700
2016-01-28,4506.6800
2016-01-29,4613.9500
2016-02-01,4620.3700
2016-02-02,4516.9500
2016-02-03,4504.2400
2016-02-04,4509.5600
2016-02-05,4363.1400
2016-02-15,4337.5100
2016-02-16,4435.9600
2016-02-17,4534.0600
2016-02-18,4487.5400
2016-02-19,4504.4300
2016-02-22,4570.6100
2016-02-23,4503.5800
2016-02-24,4542.6700
2016-02-25,4582.2100
2016-02-26,4590.4700
2016-02-29,4557.9500
2016-03-01,4689.6000
2016-03-02,4703.4200
2016-03-03,4707.4200
2016-03-04,4717.0200
2016-03-07,4708.2500
2016-03-08,4648.8300
2016-03-09,4674.3800
2016-03-10,4662.1600
2016-03-11,4748.4700
2016-03-14,4750.2800
2016-03-15,4728.6700
2016-03-16,4763.9700
2016-03-17,4774.9900
2016-03-18,4795.6500
2016-03-21,4808.8700
2016-03-22,4821.6600
2016-03-23,4768.8600
2016-03-24,4773.5100
2016-03-25,4773.5100
2016-03-28,4766.7900
2016-03-29,4846.6200
2016-03-30,4869.3000
2016-03-31,4869.8500
2016-04-01,4914.5400
2016-04-05,4843.9300
2016-04-06,4920.7200
2016-04-07,4848.3700
2016-04-08,4850.6900
2016-04-11,4833.4000
2016-04-12,4872.0900
2016-04-13,4947.4200
2016-04-14,4945.8900
2016-04-15,4938.2200
2016-04-18,4960.0200
2016-04-19,4940.3300
2016-04-20,4948.1300
2016-04-21,4945.8900
2016-04-22,4906.2300
2016-04-25,4895.7900
2016-04-26,4888.2800
2016-04-27,4863.1400
2016-04-28,4805.2900
2016-04-29,4775.3600
2016-05-03,4763.2200
2016-05-04,4725.6400
2016-05-05,4717.0900
2016-05-06,4736.1600
2016-05-09,4750.2100
2016-05-10,4809.8800
2016-05-11,4760.6900
2016-05-12,4737.3300
2016-05-13,4717.6800
2016-05-16,4775.4600
2016-05-17,4715.7300
2016-05-18,4739.1200
2016-05-19,4712.5300
2016-05-20,4769.5600
2016-05-23,4765.7800
2016-05-24,4861.0600
2016-05-25,4894.8900
2016-05-26,4901.7700
2016-05-27,4933.5100
2016-05-30,4933.5100
2016-05-31,4948.0600
2016-06-01,4952.2500
2016-06-02,4971.3600
2016-06-03,4942.5200
2016-06-06,4968.7100
2016-06-07,4961.7500
2016-06-08,4974.6400
2016-06-13,4848.4400
2016-06-14,4843.5500
2016-06-15,4834.9300
2016-06-16,4844.9200
2016-06-17,4800.3400
2016-06-20,4837.2100
2016-06-21,4843.7600
2016-06-22,4833.3200
2016-06-23,4910.0400
2016-06-24,4707.9800
2016-06-27,4594.4400
2016-06-28,4691.8700
2016-06-29,4779.2500
2016-06-30,4842.6700
2016-07-01,4862.5700
2016-07-04,4862.5700
2016-07-05,4822.9000
2016-07-06,4859.1600
2016-07-07,4876.8100
2016-07-08,4956.7600
2016-07-11,4988.6400
2016-07-12,5022.8200
2016-07-13,5005.7300
2016-07-14,5034.0600
2016-07-15,5029.5900
2016-07-18,5055.7800
2016-07-19,5036.3700
2016-07-20,5089.9300
2016-07-21,5073.9000
2016-07-22,5100.1600
2016-07-25,5097.6300
2016-07-26,5110.0500
2016-07-27,5139.8100
2016-07-28,5154.9800
2016-07-29,5162.1300
2016-08-01,5184.2000
2016-08-02,5137.7300
2016-08-03,5159.7400
2016-08-04,5166.2500
2016-08-05,5221.1200
2016-08-08,5213.1400
2016-08-09,5225.4800
2016-08-10,5204.5800
2016-08-11,5228.4000
2016-08-12,5232.9000
2016-08-15,5262.0200
2016-08-16,5227.1100
2016-08-17,5228.6600
2016-08-18,5240.1500
2016-08-19,5238.3800
2016-08-22,5244.6000
2016-08-23,5260.0800
2016-08-24,5217.7000
2016-08-25,5212.2000
2016-08-26,5218.9200
2016-08-29,5232.3300
2016-08-30,5222.9900
2016-08-31,5213.2200
2016-09-01,5227.2100
2016-09-02,5249.9000
2016-09-05,5249.9000
2016-09-06,5275.9100
2016-09-07,5283.9300
2016-09-08,5259.4800
2016-09-09,5125.9100
2016-09-12,5211.8900
2016-09-13,5155.2600
2016-09-14,5173.7700
2016-09-19,5235.0300
2016-09-20,5241.3500
2016-09-21,5295.1800
2016-09-22,5339.5200
2016-09-23,5305.7500
2016-09-26,5257.4900
2016-09-27,5305.7100
2016-09-28,5318.5500
2016-09-29,5269.1500
2016-09-30,5312.0000
2016-10-10,5328.6700
2016-10-11,5246.7900
2016-10-12,5239.0200
2016-10-13,5213.3300
2016-10-14,5214.1600
2016-10-17,5199.8200
2016-10-18,5243.8400
2016-10-19,5246.4100
2016-10-20,5241.8300
2016-10-21,5257.4000
2016-10-24,5309.8300
2016-10-25,5283.4000
2016-10-26,5250.2700
2016-10-27,5215.9800
2016-10-28,5190.1000
2016-10-31,5189.1400
2016-11-01,5153.5800
2016-11-02,5105.5700
2016-11-03,5058.4100
2016-11-04,5046.3700
2016-11-07,5166.1700
2016-11-08,5193.4900
2016-11-09,5251.0700
2016-11-10,5208.8000
2016-11-11,5237.1100
2016-11-14,5218.4000
2016-11-15,5275.6200
2016-11-16,5294.5800
2016-11-17,5333.9700
2016-11-18,5321.5100
2016-11-21,5368.8600
2016-11-22,5386.3500
2016-11-23,5380.6900
2016-11-24,5380.6900
2016-11-25,5398.9200
2016-11-28,5368.8100
2016-11-29,5379.9200
2016-11-30,5323.6800
2016-12-01,5251.1100
2016-12-02,5255.6500
2016-12-05,5308.8900
2016-12-06,5333.0000
2016-12-07,5393.7600
2016-12-08,5417.3600
2016-12-09,5444.5000
2016-12-12,5412.5400
2016-12-13,5463.8300
2016-12-14,5436.6700
2016-12-15,5456.8500
2016-12-16,5437.1600
2016-12-19,5457.4400
2016-12-20,5483.9400
2016-12-21,5471.4300
2016-12-22,5447.4200
2016-12-23,5462.6900
2016-12-26,5462.6900
2016-12-27,5487.4400
2016-12-28,5438.5600
2016-12-29,5432.0900
2016-12-30,5383.1200
2017-01-03,5429.0800
2017-01-04,5477.0100
2017-01-05,5487.9400
2017-01-06,5521.0600
2017-01-09,5531.8200
2017-01-10,5551.8200
2017-01-11,5563.6500
2017-01-12,5547.4900
2017-01-13,5574.1200
2017-01-16,5574.1200
2017-01-17,5538.7300
2017-01-18,5555.6500
2017-01-19,5540.0800
2017-01-20,5555.3300
2017-01-23,5552.9400
2017-01-24,5600.9600
2017-01-25,5656.3400
2017-01-26,5655.1800
2017-02-03,5666.7700
2017-02-06,5663.5500
2017-02-07,5674.2200
2017-02-08,5682.4500
2017-02-09,5715.1800
2017-02-10,5734.1300
2017-02-13,5763.9600
2017-02-14,5782.5700
2017-02-15,5819.4400
2017-02-16,5814.9000
2017-02-17,5838.5800
2017-02-20,5838.5800
2017-02-21,5865.9500
2017-02-22,5860.6300
2017-02-23,5835.5100
2017-02-24,5845.3100
2017-02-27,5861.9000
2017-02-28,5825.4400
2017-03-01,5904.0300
2017-03-02,5861.2200
2017-03-03,5870.7500
2017-03-06,5849.1800
2017-03-07,5833.9300
2017-03-08,5837.5500
2017-03-09,5838.8100
2017-03-10,5861.7300
2017-03-13,5875.7800
2017-03-14,5856.8200
2017-03-15,5900.0500
2017-03-16,5900.7600
2017-03-17,5901.0000
2017-03-20,5901.5300
2017-03-21,5793.8300
2017-03-22,5821.6400
2017-03-23,5817.6900
2017-03-24,5828.7400
2017-03-27,5840.3700
2017-03-28,5875.1400
2017-03-29,5897.5500
2017-03-30,5914.3400
2017-03-31,5911.7400
2017-04-05,5864.4800
2017-04-06,5878.9500
2017-04-07,5877.8100
2017-04-10,5880.9300
2017-04-11,5866.7700
2017-04-12,5836.1600
2017-04-13,5805.1500
2017-04-14,5805.1500
2017-04-17,5856.7900
2017-04-18,5849.4700
2017-04-19,5863.0300
2017-04-20,5916.7800
2017-04-21,5910.5200
2017-04-24,5983.8200
2017-04-25,6025.4900
2017-04-26,6025.2300
2017-04-27,6048.9400
2017-04-28,6047.6100
2017-05-02,6095.3700
2017-05-03,6072.5500
2017-05-04,6075.3400
2017-05-05,6100.7600
2017-05-08,6102.6600
2017-05-09,6120.5900
2017-05-10,6129.1400
2017-05-11,6115.9600
2017-05-12,6121.2300
2017-05-15,6149.6700
2017-05-16,6169.8700
2017-05-17,6011.2400
2017-05-18,6055.1300
2017-05-19,6083.7000
2017-05-22,6133.6200
2017-05-23,6138.7100
2017-05-24,6163.0200
2017-05-25,6205.2600
2017-05-26,6210.1900
2017-05-31,6198.5200
2017-06-01,6246.8300
2017-06-02,6305.8000
2017-06-05,6295.6800
2017-06-06,6275.0600
2017-06-07,6297.3800
2017-06-08,6321.7600
2017-06-09,6207.9200
2017-06-12,6175.4700
2017-06-13,6220.3700
2017-06-14,6194.8900
2017-06-15,6165.5000
2017-06-16,6151.7600
2017-06-19,6239.0100
2017-06-20,6188.0300
2017-06-21,6233.9500
2017-06-22,6236.6900
2017-06-23,6265.2500
2017-06-26,6247.1500
2017-06-27,6146.6200
2017-06-28,6234.4200
2017-06-29,6144.3500
2017-06-30,6140.4200
2017-07-03,6110.0600
2017-07-04,6110.0600
2017-07-05,6150.8600
2017-07-06,6089.4600
2017-07-07,6153.0800
2017-07-10,6176.3900
2017-07-11,6193.3100
2017-07-12,6261.1700
2017-07-13,6274.4400
2017-07-14,6312.4700
2017-07-17,6314.4300
2017-07-18,6344.3100
2017-07-19,6385.0400
2017-07-20,6390.0000
2017-07-21,6387.7500
2017-07-24,6410.8100
2017-07-25,6412.1700
2017-07-26,6422.7500
2017-07-27,6382.1900
2017-07-28,6374.6800
2017-07-31,6348.1200
2017-08-01,6362.9400
2017-08-02,6362.6500
2017-08-03,6340.3400
2017-08-04,6351.5600
2017-08-07,6383.7700
2017-08-08,6370.4600
2017-08-09,6352.3300
2017-08-10,6216.8700
2017-08-11,6256.5600
2017-08-14,6340.2300
2017-08-15,6333.0100
2017-08-16,6345.1100
2017-08-17,6221.9200
2017-08-18,6216.5300
2017-08-21,6213.1300
2017-08-22,6297.4800
2017-08-23,6278.4100
2017-08-24,6271.3300
2017-08-25,6265.6400
2017-08-28,6283.0200
2017-08-29,6301.8900
2017-08-30,6368.3100
2017-08-31,6428.6600
2017-09-01,6435.3300
2017-09-04,6435.3300
2017-09-05,6375.5700
2017-09-06,6393.3100
2017-09-07,6397.8700
2017-09-08,6360.1900
2017-09-11,6432.2600
2017-09-12,6454.2800
2017-09-13,6460.1900
2017-09-14,6429.0800
2017-09-15,6448.4700
2017-09-18,6454.6400
2017-09-19,6461.3200
2017-09-20,6456.0400
2017-09-21,6422.6900
2017-09-22,6426.9200
2017-09-25,6370.5900
2017-09-26,6380.1600
2017-09-27,6453.2600
2017-09-28,6453.4500
2017-09-29,6495.9600
2017-10-09,6579.7300
2017-10-10,6587.2500
2017-10-11,6603.5500
2017-10-12,6591.5100
2017-10-13,6605.8000
2017-10-16,6624.0100
2017-10-17,6623.6600
2017-10-18,6624.2200
2017-10-19,6605.0700
